age,job,marital,education,default,housing,loan
Adult,blue-collar,married,basic,unknown,yes,no
young adult,management,single,university degree,no,yes,yes
Adult,blue-collar,married,basic,no,no,no
Adult,admin.,married,university degree,no,yes,yes
young adult,services,married,basic,no,yes,no
Adult,admin.,married,university degree,no,no,no
Adult,blue-collar,single,basic,no,no,no
Adult,technician,single,professional course,no,no,yes
Adult,technician,married,university degree,no,no,no
Adult,retired,married,basic,unknown,no,no
Adult,unemployed,married,basic,unknown,no,no
Adult,blue-collar,married,basic,no,yes,no
young adult,services,married,high school,unknown,yes,yes
Adult,management,married,unknown,no,no,no
Adult,blue-collar,divorced,basic,no,no,no
Adult,admin.,single,high school,unknown,yes,no
Adult,self-employed,married,university degree,no,unknown,unknown
Adult,blue-collar,married,professional course,no,no,no
Adult,technician,married,professional course,no,no,no
young adult,blue-collar,married,basic,no,no,no
Adult,admin.,married,high school,no,no,no
Adult,admin.,married,university degree,no,yes,no
Adult,blue-collar,single,high school,no,yes,yes
Adult,blue-collar,married,basic,no,yes,yes
Adult,admin.,married,high school,no,no,no
Adult,unemployed,married,basic,unknown,yes,no
Adult,services,divorced,high school,unknown,yes,yes
Adult,admin.,married,high school,unknown,yes,no
Adult,blue-collar,married,basic,no,no,no
Adult,technician,divorced,basic,no,yes,yes
Adult,blue-collar,single,basic,unknown,no,yes
Adult,blue-collar,single,basic,no,no,no
Adult,admin.,married,university degree,no,yes,no
young adult,blue-collar,single,basic,unknown,yes,no
young adult,admin.,single,high school,no,no,no
young adult,self-employed,single,basic,no,no,no
Adult,blue-collar,married,basic,no,no,no
Adult,admin.,married,basic,no,no,no
Adult,services,married,professional course,no,no,no
Adult,retired,married,basic,no,yes,no
Adult,admin.,married,basic,unknown,no,no
young adult,admin.,single,basic,no,yes,yes
young adult,self-employed,single,university degree,no,no,no
young adult,housemaid,single,high school,no,no,no
young adult,services,married,high school,no,no,no
Adult,admin.,divorced,university degree,unknown,yes,no
young adult,self-employed,married,professional course,no,no,no
Adult,admin.,married,high school,no,no,no
Adult,blue-collar,married,basic,unknown,yes,no
Adult,technician,married,university degree,unknown,unknown,unknown
Adult,admin.,married,university degree,no,no,no
Adult,management,married,university degree,no,unknown,unknown
Adult,retired,married,basic,unknown,no,no
Adult,blue-collar,married,basic,unknown,no,no
young adult,blue-collar,married,basic,no,no,no
young adult,technician,single,professional course,unknown,no,no
Adult,self-employed,married,university degree,no,no,no
Adult,admin.,married,university degree,no,no,no
Adult,housemaid,married,basic,no,no,no
Adult,entrepreneur,married,professional course,no,no,no
Adult,blue-collar,married,basic,no,unknown,unknown
Adult,housemaid,married,high school,no,yes,yes
Adult,blue-collar,married,basic,no,no,no
Adult,blue-collar,married,basic,no,yes,no
Adult,services,married,professional course,unknown,yes,yes
young adult,services,single,professional course,no,yes,no
Adult,technician,married,university degree,no,yes,no
Adult,blue-collar,married,basic,no,no,no
Adult,services,married,high school,unknown,yes,yes
young adult,blue-collar,married,basic,no,yes,no
Adult,admin.,divorced,professional course,no,no,no
Adult,admin.,married,university degree,unknown,yes,yes
Adult,admin.,married,basic,unknown,no,yes
Adult,admin.,single,high school,no,yes,yes
young adult,admin.,married,high school,no,no,yes
Adult,admin.,married,university degree,no,no,no
young adult,services,single,university degree,unknown,yes,no
Adult,blue-collar,married,basic,unknown,yes,yes
Adult,admin.,married,university degree,no,yes,no
Adult,blue-collar,married,basic,no,yes,no
Adult,blue-collar,married,basic,no,yes,no
Adult,services,single,high school,no,no,yes
Adult,blue-collar,married,basic,unknown,no,no
young adult,admin.,single,basic,unknown,no,no
young adult,student,single,university degree,no,yes,no
Adult,services,divorced,high school,no,yes,no
Adult,blue-collar,married,professional course,unknown,no,no
Adult,housemaid,single,high school,no,unknown,unknown
Adult,unemployed,divorced,professional course,no,unknown,unknown
young adult,unemployed,married,high school,no,yes,no
Adult,blue-collar,married,basic,unknown,yes,no
Adult,blue-collar,married,basic,unknown,yes,yes
Adult,blue-collar,married,professional course,no,no,no
Adult,entrepreneur,married,university degree,no,no,no
Adult,blue-collar,divorced,basic,no,yes,yes
Adult,blue-collar,divorced,basic,no,yes,no
Adult,blue-collar,single,basic,unknown,no,no
young adult,blue-collar,married,basic,no,no,yes
Adult,technician,single,basic,no,yes,no
young adult,blue-collar,divorced,high school,no,yes,no
Adult,blue-collar,divorced,basic,no,no,no
Adult,admin.,married,university degree,unknown,unknown,unknown
Adult,blue-collar,divorced,basic,no,unknown,unknown
young adult,technician,single,university degree,no,unknown,unknown
Adult,services,married,high school,no,yes,no
young adult,services,single,high school,no,yes,no
Adult,blue-collar,married,basic,no,no,no
Adult,blue-collar,married,basic,unknown,yes,yes
Adult,entrepreneur,married,university degree,no,no,no
Adult,services,divorced,high school,no,no,yes
young adult,services,single,high school,no,no,no
Adult,admin.,divorced,high school,unknown,no,yes
Adult,admin.,divorced,university degree,no,no,no
Adult,admin.,married,university degree,no,no,no
Adult,entrepreneur,married,basic,no,no,no
Adult,blue-collar,married,basic,unknown,yes,no
Adult,technician,divorced,professional course,no,unknown,unknown
young adult,technician,single,university degree,no,unknown,unknown
Adult,technician,divorced,high school,no,yes,no
young adult,technician,single,university degree,no,yes,no
Adult,technician,married,professional course,no,no,yes
Adult,technician,single,high school,no,yes,yes
Adult,technician,divorced,professional course,no,no,yes
young adult,technician,single,university degree,no,yes,no
Adult,blue-collar,married,professional course,no,yes,no
Adult,blue-collar,single,basic,no,yes,no
young adult,unemployed,single,high school,no,yes,yes
Adult,blue-collar,married,basic,no,unknown,unknown
Adult,management,married,basic,unknown,no,no
young adult,admin.,single,university degree,no,yes,no
young adult,blue-collar,married,basic,no,yes,no
Adult,blue-collar,married,basic,no,yes,no
young adult,management,married,university degree,no,no,no
Adult,management,married,basic,unknown,no,no
Adult,admin.,single,university degree,no,no,no
Adult,blue-collar,married,basic,no,unknown,unknown
Adult,blue-collar,married,basic,no,yes,no
young adult,services,married,high school,no,no,no
Adult,services,married,high school,unknown,no,no
Adult,admin.,married,university degree,no,no,no
young adult,blue-collar,married,basic,no,no,yes
Adult,blue-collar,married,professional course,no,yes,no
young adult,admin.,single,high school,no,yes,no
Adult,technician,married,professional course,no,no,no
young adult,admin.,single,high school,no,no,yes
Adult,admin.,married,high school,no,no,no
Adult,blue-collar,married,basic,no,yes,no
Elderly,admin.,married,professional course,no,yes,no
Adult,blue-collar,married,basic,unknown,yes,no
young adult,blue-collar,married,basic,no,yes,no
young adult,admin.,married,high school,no,no,no
Adult,entrepreneur,divorced,university degree,no,yes,yes
Adult,admin.,divorced,high school,no,no,no
Adult,blue-collar,married,professional course,no,yes,no
Adult,services,divorced,university degree,no,no,no
Adult,technician,married,professional course,unknown,yes,no
Adult,technician,married,professional course,unknown,yes,no
Adult,blue-collar,married,basic,no,yes,no
Adult,services,married,high school,unknown,yes,no
Adult,services,married,high school,unknown,yes,no
Adult,blue-collar,married,basic,unknown,yes,no
Adult,services,divorced,high school,no,no,no
young adult,technician,married,professional course,no,yes,no
Adult,services,married,professional course,unknown,no,no
Adult,blue-collar,married,basic,no,yes,no
Adult,admin.,married,high school,no,no,no
Adult,services,married,basic,unknown,no,no
Adult,management,single,basic,no,no,no
Adult,technician,single,professional course,no,yes,no
young adult,blue-collar,married,basic,no,yes,no
Adult,management,married,basic,unknown,no,no
Adult,blue-collar,married,basic,unknown,yes,no
Adult,housemaid,married,basic,no,no,yes
young adult,services,married,professional course,no,yes,no
Adult,blue-collar,divorced,basic,no,no,no
Adult,technician,single,professional course,no,yes,no
Adult,technician,single,professional course,unknown,no,no
Adult,self-employed,married,university degree,unknown,yes,no
Adult,technician,single,professional course,no,no,no
Adult,blue-collar,married,basic,no,no,no
Adult,technician,married,basic,unknown,yes,no
Adult,management,married,university degree,no,yes,no
Adult,blue-collar,single,university degree,no,yes,no
Adult,blue-collar,married,basic,no,yes,no
Adult,housemaid,married,unknown,no,no,no
Adult,admin.,married,university degree,no,yes,yes
Adult,blue-collar,single,basic,no,no,no
young adult,blue-collar,single,professional course,no,yes,no
Adult,entrepreneur,married,university degree,no,yes,no
Adult,blue-collar,married,basic,unknown,no,no
Adult,admin.,unknown,high school,no,no,no
Adult,blue-collar,divorced,unknown,no,no,no
Adult,blue-collar,married,basic,unknown,no,no
Adult,admin.,single,university degree,no,no,no
Adult,services,single,high school,unknown,yes,no
Adult,admin.,single,university degree,no,no,no
Adult,services,married,high school,no,no,no
Adult,blue-collar,married,basic,no,no,no
Adult,blue-collar,married,professional course,no,no,no
Adult,blue-collar,married,basic,no,yes,no
Adult,services,married,high school,no,yes,no
Adult,services,divorced,high school,no,no,no
Adult,self-employed,single,basic,no,no,no
Adult,technician,divorced,professional course,no,no,no
Adult,blue-collar,married,basic,unknown,no,yes
Adult,admin.,married,university degree,no,yes,yes
young adult,services,single,high school,no,no,no
Adult,management,married,basic,unknown,yes,no
young adult,admin.,single,high school,no,no,no
Adult,technician,married,professional course,no,no,no
Adult,technician,single,professional course,unknown,no,no
Adult,services,married,basic,unknown,no,no
young adult,admin.,married,university degree,no,yes,no
Adult,housemaid,married,high school,unknown,yes,no
Adult,management,married,unknown,no,no,no
Adult,admin.,married,basic,no,yes,no
Adult,technician,married,professional course,unknown,yes,no
Adult,blue-collar,married,basic,unknown,no,no
Adult,technician,divorced,professional course,no,no,no
Adult,housemaid,married,basic,unknown,no,no
Adult,blue-collar,married,basic,no,yes,no
Adult,technician,married,professional course,no,yes,no
Adult,admin.,married,high school,no,no,no
Adult,technician,divorced,professional course,no,no,no
Adult,services,married,high school,unknown,yes,no
Adult,admin.,married,university degree,no,no,no
Adult,unemployed,single,professional course,no,no,no
Adult,technician,single,university degree,unknown,unknown,unknown
Adult,blue-collar,married,basic,unknown,no,no
Adult,admin.,married,basic,no,no,no
Adult,admin.,married,high school,no,yes,no
Adult,entrepreneur,single,university degree,unknown,yes,no
young adult,admin.,married,high school,no,no,yes
Adult,student,single,university degree,unknown,yes,no
Adult,admin.,divorced,university degree,no,no,no
Adult,blue-collar,married,high school,no,no,no
Adult,admin.,married,professional course,unknown,yes,no
Adult,blue-collar,married,basic,no,yes,yes
Adult,unemployed,married,basic,unknown,yes,no
Adult,technician,married,unknown,no,yes,yes
Adult,retired,married,university degree,no,no,yes
Adult,technician,married,university degree,unknown,no,no
Adult,blue-collar,married,unknown,unknown,yes,no
Adult,technician,married,high school,no,no,no
Adult,technician,single,professional course,no,yes,yes
Adult,services,married,high school,no,yes,no
Adult,services,single,basic,no,no,yes
Adult,blue-collar,married,basic,unknown,no,no
Adult,blue-collar,married,basic,no,yes,no
Adult,blue-collar,single,basic,unknown,yes,no
Adult,admin.,married,unknown,no,no,no
Adult,admin.,married,high school,unknown,yes,yes
young adult,management,single,basic,no,no,no
Adult,blue-collar,married,basic,no,yes,no
Adult,blue-collar,married,basic,no,yes,no
Adult,management,married,university degree,no,no,yes
Adult,blue-collar,married,basic,no,no,no
Adult,admin.,married,high school,no,no,no
Adult,blue-collar,single,high school,no,no,no
Adult,management,single,university degree,no,no,no
Adult,services,married,high school,no,no,no
Adult,self-employed,married,basic,unknown,yes,no
Adult,blue-collar,married,unknown,unknown,no,no
Adult,technician,divorced,university degree,no,no,no
young adult,admin.,married,high school,no,no,no
Adult,admin.,married,university degree,no,yes,no
Adult,services,married,basic,no,no,no
Adult,technician,married,high school,no,no,no
Adult,admin.,married,university degree,no,yes,no
Adult,blue-collar,married,basic,unknown,no,no
Adult,blue-collar,married,basic,unknown,yes,no
Adult,services,married,university degree,no,yes,no
Adult,blue-collar,married,basic,unknown,yes,no
Adult,unemployed,single,basic,no,no,no
